track_id,x,y
116,1188,473
117,640,538
119,151,590
120,114,596
93,107,285
99,875,497
100,65,328
104,1012,322
109,13,597
110,550,306
114,683,657
116,1189,472
117,648,535
119,151,589
120,115,595
123,735,412
93,101,274
99,874,495
100,34,318
104,1005,312
109,8,597
110,523,297
114,686,662
116,1191,469
117,661,531
119,157,586
120,122,595
123,741,407
93,96,265
99,883,492
100,3,308
104,997,302
109,4,597
110,496,287
114,689,667
116,1194,466
117,670,528
119,163,585
120,128,593
123,745,405
93,91,254
99,890,491
100,-27,297
104,989,291
109,-1,596
110,469,278
114,692,672
116,1196,465
117,676,527
119,167,583
120,132,592
123,749,405
93,86,244
99,891,490
100,-58,287
104,982,281
109,-5,596
110,442,268
114,695,678
116,1197,463
117,683,527
119,170,582
120,134,591
123,753,404
93,81,234
99,889,489
100,-89,277
104,974,270
109,-11,596
110,415,259
114,698,683
116,1198,463
117,689,526
119,174,583
120,136,591
123,756,404
93,76,224
99,889,489
100,-119,267
109,-15,596
110,388,249
114,701,688
116,1198,463
117,694,527
119,175,582
120,138,591
123,756,403
93,71,214
99,887,490
109,-20,595
110,361,240
114,705,693
116,1199,463
117,701,522
119,173,583
120,137,591
123,757,402
93,66,203
99,883,490
109,-24,595
110,334,231
114,708,698
116,1199,463
117,706,524
119,173,583
120,136,592
123,759,401
93,61,193
99,881,490
109,-29,595
110,307,221
114,711,703
116,1198,463
117,711,519
119,172,583
120,136,590
123,761,400
93,56,183
99,879,490
109,-34,595
110,280,211
114,714,708
116,1197,463
117,717,496
119,172,584
120,135,592
123,764,399
93,51,173
99,876,490
109,-39,594
110,253,202
114,717,713
116,1198,463
117,721,485
119,171,584
120,133,593
123,766,398
93,46,163
99,874,491
109,-44,594
110,226,192
114,720,718
116,1197,464
117,725,461
119,170,584
120,133,594
123,769,397
99,871,492
109,-49,594
110,199,183
114,723,724
116,1196,464
117,725,443
119,170,584
120,133,594
123,771,396
99,870,491
109,-53,594
114,726,729
116,1195,464
117,727,437
119,169,583
120,133,593
123,773,395
99,869,491
109,-58,593
116,1195,463
117,728,435
119,170,583
120,132,593
123,776,393
99,869,491
109,-63,593
116,1195,463
117,734,439
119,170,582
120,133,593
123,778,392
99,870,490
109,-68,593
116,1196,463
117,739,440
119,170,583
120,133,592
123,781,391
134,662,434
99,872,490
109,-73,593
116,1197,463
117,744,449
119,173,581
120,136,587
123,783,390
134,664,431
99,880,489
116,1202,462
117,757,450
119,187,581
120,148,587
123,785,389
134,646,435
99,887,488
116,1204,460
117,767,442
119,194,580
120,156,587
123,788,388
134,647,437
99,896,488
116,1210,458
117,780,438
119,200,575
120,165,582
123,790,387
134,644,438
99,905,487
116,1216,461
117,793,431
119,211,572
120,178,580
123,792,386
134,661,435
99,911,486
116,1220,459
117,803,420
119,219,569
120,185,577
123,794,384
134,667,435
137,752,399
99,915,485
116,1221,457
117,807,411
119,222,568
120,188,577
123,797,383
134,668,434
137,753,399
99,915,484
116,1223,457
117,812,405
119,227,567
120,190,577
123,800,382
134,668,435
137,756,398
99,943,484
116,1223,457
117,817,393
119,222,567
120,190,577
123,802,381
134,667,436
137,758,398
99,731,483
116,1223,457
117,820,382
119,221,555
120,188,570
123,804,380
134,668,435
137,761,398
99,635,482
116,1222,457
117,826,375
119,224,553
120,192,568
123,806,379
134,668,436
137,763,397
99,576,453
116,1223,456
117,833,368
119,227,551
120,196,566
123,809,377
134,669,436
137,766,397
99,546,449
116,1221,456
117,840,362
119,230,548
120,199,565
123,811,376
134,670,436
137,769,396
99,516,445
116,1222,456
117,846,355
119,233,546
120,203,563
123,813,375
134,671,436
137,749,394
139,925,481
99,487,441
116,1221,456
117,853,348
119,236,543
120,206,561
123,816,374
134,671,437
137,748,394
139,927,481
99,457,438
116,1222,457
117,860,342
119,239,541
120,209,560
123,815,386
134,672,437
137,748,396
139,928,481
99,428,434
116,1222,457
117,866,335
119,241,538
120,213,558
123,816,386
134,673,437
137,748,397
139,930,482
99,399,431
116,1221,456
117,873,328
119,245,536
120,216,556
123,815,386
134,673,437
137,746,395
139,932,482
99,369,427
116,1222,457
117,880,321
119,248,534
120,220,555
123,816,389
134,674,437
137,748,396
139,937,483
142,575,353
99,340,423
116,1224,463
117,887,315
119,251,531
120,223,553
123,820,396
134,675,437
137,747,396
139,943,484
142,623,355
99,310,420
116,1225,464
117,893,308
119,253,529
120,227,551
123,820,397
134,675,437
137,747,396
139,951,485
142,642,355
99,281,416
116,1224,468
117,900,301
119,256,527
120,230,550
123,818,394
134,676,438
137,750,395
139,943,485
142,645,355
99,251,412
116,1219,477
117,907,295
119,259,524
120,234,548
123,814,394
134,677,438
137,744,393
139,928,486
142,637,355
99,222,408
116,1216,483
117,913,288
119,262,522
120,237,546
123,811,396
134,678,438
137,741,393
139,924,488
142,631,355
99,192,405
116,1207,495
117,920,281
119,266,520
120,241,545
123,799,403
134,678,438
137,729,399
139,904,492
142,631,355
99,162,401
116,1204,500
117,926,274
119,268,517
120,244,543
123,793,406
134,679,438
137,724,402
139,907,494
142,631,354
99,133,397
116,1203,506
117,934,268
119,271,515
120,248,541
123,791,410
134,680,438
137,723,406
139,911,496
142,631,354
99,103,394
116,1203,515
117,940,261
119,274,512
120,251,540
123,791,415
134,680,438
137,723,409
139,920,499
142,633,355
99,74,390
116,1203,537
117,947,254
119,277,510
120,254,538
123,790,427
134,681,439
137,725,420
139,922,506
142,628,356
99,45,386
116,1204,551
117,953,248
119,280,507
120,258,536
123,792,435
134,682,439
137,729,429
139,931,512
142,636,356
99,15,383
116,1206,563
117,960,241
119,283,506
120,262,534
123,795,444
134,682,439
137,734,435
139,942,517
142,635,356
99,-14,379
116,1210,574
117,967,234
119,286,503
120,265,533
123,801,450
134,683,439
137,740,441
139,945,521
142,622,357
99,-44,375
116,1212,582
117,974,227
119,289,501
120,269,531
123,805,453
134,684,439
137,744,445
139,947,524
142,618,358
146,832,447
99,-73,372
116,1218,589
117,980,221
119,292,498
120,272,530
123,816,451
134,685,439
137,745,448
139,959,525
142,600,358
146,846,443
99,-103,368
116,1223,590
117,987,214
119,295,496
120,276,528
123,826,446
134,685,439
137,745,452
139,972,523
142,600,358
146,857,439
99,-132,364
116,1225,598
117,994,208
119,298,493
120,279,526
123,828,449
134,686,440
137,746,456
139,1001,521
142,607,357
146,865,437
99,-162,360
116,1230,601
117,1000,201
119,301,491
120,282,524
123,848,446
134,686,440
137,747,459
139,1000,522
142,619,359
146,879,436
99,-192,357
116,1233,603
117,1007,194
119,304,489
120,286,523
123,853,444
134,687,440
137,747,462
139,1014,522
142,604,357
146,884,434
99,-221,353
116,1235,609
117,1014,187
119,307,486
120,289,521
123,855,443
134,688,440
137,748,466
139,1016,522
142,621,357
146,885,434
148,795,429
99,-250,349
116,1236,595
117,1021,180
119,310,484
120,293,519
123,856,440
137,749,470
139,1010,521
142,631,357
146,886,431
148,795,426
99,-280,346
116,1236,590
123,856,436
137,750,473
139,996,519
142,628,355
146,885,426
148,797,421
99,-309,343
116,1237,593
123,858,435
137,751,476
139,982,518
142,545,356
146,887,426
148,799,419
116,1239,596
123,857,433
137,751,480
139,977,518
142,537,356
146,887,426
148,799,419
116,1240,599
123,858,433
137,752,483
139,975,518
142,529,357
146,891,424
148,800,419
116,1242,602
123,858,433
137,752,487
139,973,517
142,522,357
146,886,424
148,800,419
116,1244,605
123,857,433
137,753,491
139,974,517
142,514,357
146,886,423
148,801,420
116,1245,608
123,857,433
137,754,494
139,973,517
142,507,357
146,888,422
148,802,420
154,732,439
116,1247,611
123,856,434
137,755,497
139,974,517
142,499,358
146,885,423
148,802,420
154,735,439
116,1248,614
123,855,434
137,755,501
139,974,517
142,491,358
146,886,423
148,802,421
154,737,438
156,778,439
116,1250,617
123,856,434
137,756,505
139,1029,517
142,484,358
146,888,422
148,803,421
154,739,438
156,779,441
116,1251,621
123,857,434
137,757,508
139,1015,515
142,476,358
146,890,421
148,803,420
154,741,438
156,781,442
116,1253,623
123,865,425
137,758,511
139,1013,514
142,469,358
146,892,420
148,804,419
154,742,437
156,782,443
116,1254,626
123,867,425
137,759,515
139,1007,511
142,462,358
146,894,419
148,805,419
154,744,437
156,782,445
116,1256,629
123,852,419
137,759,519
139,1006,509
142,454,358
146,896,418
148,806,418
154,745,436
156,784,446
159,798,433
160,839,430
116,1258,633
123,856,419
137,760,522
139,1006,506
142,447,358
146,898,418
148,807,418
154,747,436
156,785,447
159,801,429
160,844,427
116,1259,636
123,857,427
137,760,525
139,1005,508
142,439,358
146,900,417
148,807,418
154,748,436
156,786,449
159,805,434
160,848,432
165,902,423
116,1261,639
123,855,432
137,761,529
139,1005,509
142,431,358
146,935,416
148,808,417
154,750,435
156,787,450
159,805,436
160,847,435
165,900,426
116,1263,642
123,856,431
137,762,533
139,1004,510
142,424,358
146,937,415
148,808,416
154,752,435
156,788,452
159,806,436
160,847,436
165,898,426
116,1264,645
123,856,432
137,763,536
139,1004,510
142,416,358
146,942,414
148,809,416
154,753,434
156,789,453
159,812,436
160,849,436
165,896,425
116,1265,648
123,857,432
137,763,539
139,1004,510
142,409,358
146,946,413
148,810,415
154,755,434
156,790,454
159,817,436
160,850,437
165,894,424
116,1267,651
123,857,432
137,764,543
139,1005,511
142,401,358
146,950,413
148,811,414
154,757,434
156,791,456
159,822,436
160,851,437
165,892,423
116,1268,654
123,858,432
137,765,547
139,1005,510
142,394,358
146,955,412
148,812,414
154,758,433
156,792,457
159,839,436
160,853,436
165,891,422
116,1270,657
123,858,432
137,766,550
139,1005,510
142,386,358
146,939,418
148,812,413
154,760,433
156,793,458
159,832,436
160,854,435
165,889,422
116,1272,660
123,858,432
139,1005,511
142,379,359
146,939,418
148,813,413
154,762,432
156,794,460
159,830,436
160,856,436
165,889,422
169,276,465
116,1273,663
123,858,432
139,1006,510
142,371,359
146,940,417
148,813,412
154,763,432
156,795,461
159,832,438
160,861,436
165,889,424
169,276,459
170,312,461
116,1275,666
123,859,432
139,1007,510
142,364,359
146,941,416
148,814,411
154,765,432
156,796,462
159,835,437
160,865,436
165,888,423
169,276,464
170,313,461
116,1277,669
123,859,432
139,1008,510
142,356,359
146,942,415
148,815,411
154,766,431
156,797,464
159,840,436
160,876,436
165,889,428
169,276,460
170,312,460
116,1278,672
123,860,432
139,1009,511
142,348,359
146,942,416
148,816,411
154,768,431
156,798,465
159,843,436
160,882,435
165,890,427
169,277,463
170,312,460
116,1280,676
123,860,432
139,1010,510
142,341,359
146,943,416
148,816,410
154,769,430
156,799,466
159,846,436
160,884,436
165,890,432
169,276,459
170,312,459
116,1281,679
123,860,432
139,1012,510
142,334,359
146,942,417
148,817,409
154,771,430
156,800,467
159,849,437
160,888,436
165,889,433
169,276,463
170,312,460
116,1283,681
123,861,432
139,1014,510
142,326,359
146,943,419
148,818,409
154,773,429
156,801,469
159,850,437
160,888,437
165,888,434
169,275,464
170,312,460
123,861,433
139,1016,509
142,319,359
146,943,419
148,819,408
154,774,429
156,802,470
159,856,432
160,887,438
165,888,435
169,275,459
170,312,460
123,862,433
139,1019,508
142,311,359
146,940,419
148,819,407
154,776,429
156,803,471
159,873,435
160,888,438
165,857,427
169,275,458
170,312,461
123,862,433
139,1022,507
142,304,359
146,940,419
148,820,407
154,778,428
156,805,473
159,874,437
160,889,438
165,851,425
169,275,457
170,312,461
123,862,432
139,1024,506
146,941,419
148,820,406
154,779,428
156,805,474
159,873,435
160,890,437
165,850,423
169,275,458
170,312,461
123,863,433
139,1028,504
146,956,420
148,821,406
154,781,427
156,807,475
159,877,434
160,892,437
165,848,421
169,274,456
170,312,460
123,863,433
139,1032,503
146,960,420
148,822,405
154,783,427
156,808,477
159,881,434
160,894,437
165,847,421
169,275,456
170,311,460
123,864,433
139,1035,501
146,961,419
148,823,404
154,784,427
156,808,478
159,885,434
160,897,437
165,847,420
169,275,456
170,311,460
123,864,433
139,1038,500
146,962,419
148,824,404
154,786,426
156,810,479
159,888,434
160,898,437
165,846,420
169,275,456
170,311,461
123,864,433
139,1040,499
146,962,420
159,892,434
160,900,438
165,846,419
169,275,455
170,311,461
123,879,421
139,1043,498
146,963,421
159,896,434
160,903,439
165,845,419
169,275,456
170,312,461
123,881,420
139,1045,499
146,963,421
159,882,437
160,905,439
165,846,420
169,275,453
170,312,462
123,882,419
139,1047,500
146,965,422
159,883,429
160,909,441
165,846,421
169,275,454
170,312,462
123,883,419
139,1050,500
146,966,423
159,883,427
160,913,441
165,847,421
169,276,456
170,312,462
123,884,418
139,1051,501
146,966,421
159,882,423
160,915,441
165,847,421
169,276,453
170,313,462
180,926,440
123,885,417
139,1053,501
146,965,423
159,880,421
160,917,442
165,847,420
169,275,452
170,312,464
180,927,440
123,886,417
139,1053,500
146,965,425
159,880,420
160,920,442
165,846,419
169,275,452
170,311,465
180,925,440
182,275,467
123,887,416
139,1052,500
146,963,423
159,878,417
160,922,442
165,844,418
169,275,452
170,311,465
180,926,439
182,274,466
123,889,415
139,1050,499
146,961,424
159,873,422
160,925,442
165,840,420
169,274,452
170,303,465
180,928,440
182,269,466
123,890,415
139,1049,500
146,960,426
159,872,426
160,927,443
165,838,424
169,274,451
170,304,467
180,930,444
182,268,470
123,891,414
139,1049,502
146,960,426
159,874,430
160,929,443
165,838,428
169,274,451
170,305,469
180,935,447
182,269,473
123,892,414
139,1048,503
146,960,427
159,875,431
160,932,443
165,839,430
169,274,451
170,306,470
180,938,449
182,270,474
123,893,413
139,1046,503
146,960,427
159,876,432
160,934,444
165,839,432
169,274,450
170,307,471
180,940,451
182,271,474
123,894,412
139,1042,503
146,960,428
159,876,432
160,937,444
165,838,432
169,274,450
170,307,471
180,938,450
182,271,474
123,932,426
139,1037,502
146,961,428
159,873,433
160,939,445
165,836,430
169,273,449
170,302,469
180,939,452
182,268,473
123,935,427
139,1028,499
146,961,429
159,868,430
160,942,445
165,831,427
169,273,449
170,297,468
180,940,453
182,262,471
123,939,427
139,1050,501
146,961,429
159,863,436
160,944,445
165,824,435
169,274,449
170,288,477
180,941,455
182,254,480
123,943,428
139,1061,507
146,961,430
159,861,454
160,947,446
165,821,455
169,273,448
170,286,478
180,943,457
182,251,481
123,947,428
139,1070,530
146,961,430
159,860,457
160,949,446
165,819,458
169,273,448
170,284,479
180,943,459
182,249,482
123,950,429
139,1058,551
146,961,431
159,858,459
160,952,446
165,817,461
169,273,447
170,282,480
180,945,460
182,247,484
123,954,429
139,1045,566
146,962,431
159,857,462
160,954,447
165,815,464
169,273,447
170,280,482
180,946,462
182,245,485
123,957,430
139,1023,576
146,962,431
159,855,465
160,957,447
165,812,467
169,273,447
170,278,483
180,947,464
182,243,487
184,282,661
185,244,666
123,961,430
139,1006,578
146,962,432
159,854,468
160,959,447
165,810,470
169,273,447
170,276,484
180,948,466
182,240,488
184,270,657
185,235,662
123,965,431
139,989,578
146,962,432
159,852,470
160,962,447
165,808,473
169,273,446
170,274,485
180,949,467
182,238,490
184,263,649
185,228,655
187,1162,615
123,969,431
139,975,576
146,962,433
159,851,473
160,964,448
165,806,476
169,273,446
170,272,486
180,951,469
182,236,491
184,255,644
185,219,648
187,1157,611
123,972,431
139,953,575
146,963,433
159,850,476
160,967,448
165,804,479
169,273,446
170,270,488
180,951,471
182,234,493
184,243,636
185,208,640
187,1147,609
123,976,432
139,943,575
146,963,434
159,848,479
160,969,449
165,802,482
169,273,445
170,268,489
180,953,472
182,231,494
184,237,631
185,200,636
187,1144,608
188,1134,610
123,980,432
139,936,575
146,963,434
159,847,481
160,972,449
165,799,485
169,272,445
170,266,490
180,954,474
182,229,496
184,230,630
185,194,631
187,1134,610
188,1131,611
123,984,433
139,924,573
146,963,435
159,845,484
160,974,449
165,797,488
169,272,444
170,264,491
180,955,476
182,227,497
184,218,617
185,179,621
187,1119,605
188,1108,603
123,987,433
139,919,572
146,963,435
159,844,487
160,977,450
165,795,491
169,272,444
170,262,492
180,956,478
182,225,498
184,209,608
185,171,613
187,1112,601
188,1104,600
123,991,434
139,918,571
146,963,436
159,842,490
160,979,450
165,792,494
169,272,444
170,260,494
180,957,479
182,222,500
184,203,605
185,166,609
187,1105,599
188,1101,597
194,1247,665
195,1044,560
123,994,434
139,918,571
146,964,436
159,841,492
160,982,451
165,790,497
169,272,443
170,258,495
180,958,481
182,220,501
184,202,603
185,165,607
187,1097,597
188,1100,596
194,1248,666
195,1042,560
123,998,435
139,923,571
146,964,437
159,840,495
160,984,451
165,746,564
169,272,443
170,256,496
180,959,483
182,218,503
184,201,601
185,163,604
187,1089,595
188,1099,594
194,1246,665
195,1041,559
123,1002,435
139,929,571
146,964,438
159,838,498
160,986,451
165,743,556
169,272,442
170,254,497
180,961,485
182,215,504
184,199,599
185,162,602
187,1081,593
188,1101,592
194,1244,665
195,1062,564
123,1006,435
139,936,570
146,964,438
159,837,501
160,989,451
165,741,559
169,272,442
170,252,498
180,962,486
182,213,506
184,197,595
185,160,599
187,1073,590
188,1102,590
194,1243,664
195,1065,565
123,1009,436
139,941,569
146,964,439
159,835,504
165,737,557
169,272,442
170,249,499
180,963,488
182,211,507
184,196,591
185,157,595
187,1065,588
188,1101,589
194,1240,663
195,1069,566
123,1013,436
139,945,569
146,964,439
159,834,507
165,734,555
169,272,441
170,247,501
180,964,490
182,209,509
184,196,588
185,157,592
187,1057,586
188,1102,587
194,1239,662
195,1072,567
123,1017,436
139,946,569
146,965,439
159,833,509
165,732,552
169,271,441
170,245,502
180,965,492
182,206,510
184,195,584
185,155,589
187,1049,584
188,1103,585
194,1237,660
195,1075,568
123,1021,437
139,942,565
146,965,440
159,831,512
165,728,542
170,190,570
180,966,493
182,204,511
184,192,571
185,152,577
187,1041,582
188,1101,577
194,1235,657
195,1079,569
123,1024,437
139,938,561
146,965,440
159,830,515
165,724,536
170,186,574
180,967,495
182,202,513
184,188,562
185,150,566
187,1089,563
188,1099,570
194,1232,654
195,1082,570
123,1028,438
139,931,559
159,828,518
165,721,530
170,181,578
180,969,496
182,199,514
184,186,556
185,149,554
187,1084,560
188,1097,566
194,1229,652
195,1086,570
123,1031,438
139,913,558
159,827,521
165,717,529
170,177,582
180,969,498
182,197,516
184,186,553
185,149,547
187,1081,557
188,1095,564
194,1229,652
195,1054,538
123,1035,439
139,895,558
159,826,524
165,713,529
170,172,586
180,971,500
182,195,517
184,186,553
185,149,547
187,1077,554
188,1095,564
194,1228,651
195,1053,537
123,1039,439
139,882,559
159,824,526
165,709,528
170,168,591
180,972,502
182,193,518
184,186,553
185,149,544
187,1073,550
188,1098,563
194,1224,651
195,1053,537
123,1043,440
139,866,559
159,823,529
165,706,527
170,152,560
182,191,520
184,187,554
185,147,539
187,1070,547
188,1099,563
194,1220,651
195,1053,534
198,1019,532
139,832,561
159,821,532
165,702,527
170,151,560
182,188,521
184,188,554
185,145,534
187,1066,543
188,1102,563
194,1220,651
195,1055,536
198,1021,533
139,801,562
159,820,535
165,698,527
170,151,555
182,186,523
184,189,554
185,142,529
187,1062,540
188,1104,564
194,1220,651
195,1056,536
198,1022,533
139,773,563
159,818,538
165,694,526
170,153,558
184,192,555
185,140,523
187,1059,537
188,1110,564
194,1220,651
195,1057,535
198,1023,532
199,968,548
139,743,564
165,691,526
170,155,556
184,195,555
185,138,518
187,1108,565
188,1115,564
194,1219,650
195,1058,534
198,1024,531
199,972,548
200,935,527
139,686,563
165,687,525
170,158,556
184,197,551
185,135,513
187,1114,563
188,1116,563
194,1220,649
195,1061,532
198,1026,528
199,980,546
200,938,526
139,646,563
165,683,525
170,160,557
184,198,550
185,133,508
187,1115,562
188,1123,562
194,1219,649
195,1061,532
198,1027,528
199,987,545
200,940,527
201,872,527
139,610,563
165,722,525
170,160,558
184,199,550
185,131,503
187,1117,562
188,1127,562
194,1220,648
195,1062,531
198,1027,527
199,991,546
200,940,528
201,872,527
202,1240,651
203,791,527
139,557,563
165,720,525
170,160,558
184,199,550
185,128,498
187,1119,560
188,1128,561
194,1220,649
195,1061,530
198,1027,527
199,995,546
200,941,526
201,871,527
202,1240,651
203,792,525
139,520,562
165,719,525
170,160,558
184,199,552
185,126,493
187,1120,558
188,1128,558
194,1219,648
195,1062,529
198,1027,526
199,997,546
200,941,526
201,870,527
202,1241,651
203,792,522
139,490,561
165,718,525
170,160,558
184,198,551
185,124,488
187,1120,556
188,1128,557
194,1219,648
195,1060,529
198,1027,526
199,996,546
200,941,526
201,870,527
202,1240,650
203,792,522
205,842,520
139,450,561
165,716,525
170,159,557
184,198,551
185,121,483
187,1121,555
188,1127,555
194,1218,648
195,1060,529
198,1027,526
199,999,544
200,942,526
201,870,527
202,1240,650
203,792,520
205,842,519
139,422,560
165,715,525
170,160,557
184,199,551
185,119,477
187,1122,554
188,1128,554
194,1219,648
195,1060,529
198,1026,527
199,1000,545
200,944,526
201,870,526
202,1240,650
203,792,520
205,841,519
139,399,559
165,715,526
170,159,556
184,198,552
185,117,472
187,1123,553
188,1131,555
194,1219,648
195,1060,528
198,1026,527
199,1001,544
200,945,526
201,870,527
202,1241,650
203,792,521
205,841,521
206,1097,529
139,380,560
165,713,526
170,159,557
184,198,552
185,114,467
187,1124,552
188,1132,556
194,1219,648
195,1060,527
198,1026,527
199,1004,545
200,946,526
201,871,527
202,1241,650
203,793,522
205,841,521
206,1098,530
207,766,522
208,1016,544
139,351,560
165,713,526
170,159,556
184,197,551
185,112,462
187,1126,551
188,1136,556
194,1219,648
195,1061,528
198,1026,529
199,1007,543
200,948,526
201,870,526
202,1241,650
203,793,522
205,842,520
206,1100,530
207,766,523
208,1012,545
139,329,560
165,712,526
170,158,556
184,197,551
185,110,457
187,1127,550
188,1139,557
194,1218,648
195,1061,528
198,1026,529
199,1010,542
200,949,525
201,871,525
202,1242,648
203,793,524
205,841,519
206,1101,529
207,766,524
208,1023,540
139,313,558
165,712,525
170,158,556
184,197,550
185,107,452
187,1128,549
188,1140,557
194,1218,647
195,1062,527
198,1027,529
199,1011,542
200,949,524
201,871,525
202,1242,648
203,794,524
205,841,520
206,1101,529
207,767,524
208,1025,538
139,295,558
165,711,525
170,157,556
184,197,549
185,105,447
187,1129,548
188,1141,557
194,1218,647
195,1062,526
198,1027,529
199,1012,541
200,949,522
201,871,525
202,1243,647
203,794,522
205,840,519
206,1101,528
207,765,518
208,1021,541
139,267,558
165,711,525
170,156,557
184,197,549
185,103,442
187,1133,557
188,1142,557
194,1219,646
195,1061,527
198,1005,525
199,1020,540
200,949,522
201,871,524
202,1243,646
203,796,521
205,841,518
206,1103,528
207,766,518
208,1021,541
139,248,558
165,712,524
170,156,557
184,197,548
185,100,437
187,1134,557
188,1146,555
194,1219,646
195,1063,526
198,1004,524
199,1024,539
200,950,522
201,872,523
202,1245,645
203,798,520
205,842,517
206,1106,527
207,769,516
208,1027,543
139,234,557
165,715,520
170,155,557
184,197,547
185,98,432
187,1158,546
188,1152,548
194,1218,646
195,1063,525
198,1002,524
199,1021,533
200,951,521
201,876,520
202,1245,645
203,803,514
205,847,512
206,1111,523
207,774,512
208,1034,536
139,214,553
165,722,511
170,154,557
184,197,547
185,96,426
187,1162,544
188,1163,538
194,1218,645
195,1077,514
198,1001,524
199,1024,531
200,951,521
201,885,512
202,1246,644
203,812,508
205,847,511
206,1121,514
207,782,504
208,1044,528
139,202,551
165,727,505
170,154,557
184,196,546
185,93,421
187,1165,542
188,1171,532
194,1218,645
195,1079,513
198,999,523
199,1035,522
200,952,520
201,889,506
202,1247,644
203,818,500
205,848,510
206,1127,509
207,786,498
208,1053,522
139,192,549
165,729,500
170,153,557
184,196,545
185,91,416
187,1169,541
188,1178,528
194,1232,637
195,1081,511
198,997,523
199,1040,517
200,953,520
201,893,503
202,1247,643
203,823,495
205,849,509
206,1130,506
207,790,495
208,1060,520
212,865,493
139,185,546
165,730,498
170,152,557
184,196,545
185,88,411
187,1173,539
188,1181,526
194,1233,636
195,1082,509
198,995,522
199,1045,516
200,954,519
201,897,502
202,1248,643
203,826,492
205,849,508
206,1132,504
207,792,493
208,1064,520
212,867,492
139,167,545
165,731,496
170,152,557
184,196,544
185,86,406
187,1177,538
188,1185,525
194,1234,635
195,1084,508
198,994,522
199,1056,517
200,955,519
201,899,501
202,1248,642
203,829,491
205,850,507
206,1134,503
207,793,492
208,1068,518
212,868,493
139,153,545
165,734,496
170,151,557
184,196,543
185,84,401
187,1180,537
188,1192,526
194,1236,637
195,1086,506
198,992,522
199,1062,518
200,955,518
201,901,500
202,1249,642
203,833,493
205,851,506
206,1140,504
207,795,492
208,1073,518
212,869,492
139,140,544
165,735,494
170,150,557
184,196,543
185,82,395
187,1184,535
188,1193,526
194,1237,636
195,1088,504
198,990,521
199,1068,515
200,956,518
201,904,500
202,1249,641
203,837,493
205,851,505
206,1145,503
207,798,492
208,1078,516
212,871,491
139,128,542
165,737,492
170,237,517
184,237,500
185,79,390
187,1193,527
188,1199,526
194,1238,635
195,1090,502
198,988,521
199,1072,513
200,957,518
201,905,498
202,1249,641
203,839,490
205,852,504
206,1148,502
207,800,491
208,1080,513
212,873,490
139,104,537
165,740,491
170,246,515
184,240,496
187,1197,526
188,1204,525
194,1241,634
195,1086,511
198,996,496
199,1083,511
200,958,517
201,908,496
202,1250,640
203,842,488
205,853,503
206,1148,500
207,804,488
208,1091,511
212,876,489
139,87,530
165,742,491
170,249,514
184,242,493
187,1201,523
188,1208,523
194,1242,634
195,1088,510
198,998,494
199,1089,509
200,959,516
201,910,495
202,1251,640
203,844,487
205,853,502
206,1149,499
207,805,486
208,1096,509
212,878,488
139,70,536
165,743,491
170,250,513
184,245,490
187,1205,521
188,1213,521
194,1243,633
195,1101,510
198,999,492
199,1094,507
200,960,516
201,910,494
202,1251,639
203,846,488
205,854,501
206,1149,498
207,807,485
208,1100,510
212,878,487
214,1070,501
215,210,516
139,58,542
165,743,491
170,250,513
184,247,487
187,1209,519
188,1217,520
194,1244,632
195,1103,509
198,1001,492
199,1100,506
200,960,515
201,910,493
202,1252,639
203,848,490
205,854,500
206,1149,498
207,807,485
208,1101,510
212,877,486
214,1072,498
215,211,516
139,40,542
165,744,491
170,251,513
184,249,484
187,1213,518
188,1222,518
194,1245,631
195,1105,509
198,1003,492
199,1105,504
200,961,515
201,913,493
202,1252,638
203,852,490
205,855,499
206,1157,498
207,809,484
208,1109,511
212,881,485
214,1074,494
215,213,514
139,23,541
165,745,490
170,251,513
184,251,480
187,1217,516
188,1212,514
194,1246,631
195,1107,508
198,1004,490
199,1111,502
200,962,515
201,915,493
202,1252,638
203,855,488
205,856,498
206,1161,497
207,811,484
208,1113,509
212,882,484
214,1076,493
215,214,513
139,6,541
165,746,489
170,251,511
184,254,477
187,1221,513
188,1214,511
194,1248,630
195,1109,507
198,1004,489
199,1116,500
200,963,514
201,916,492
202,1253,637
203,857,487
205,857,497
206,1163,497
207,811,483
208,1115,509
212,882,483
214,1077,492
215,215,512
139,-11,540
165,746,489
170,250,511
184,256,474
187,1226,511
188,1217,510
194,1249,628
195,1111,506
198,1004,488
199,1122,499
200,963,514
201,917,491
202,1254,637
203,858,486
205,857,496
206,1159,496
207,812,483
208,1117,510
212,883,483
214,1077,492
215,217,505
139,-29,540
165,746,489
170,249,511
184,258,471
187,1230,510
188,1220,508
194,1250,628
195,1126,510
198,1004,486
199,1127,497
200,964,513
201,917,491
202,1254,636
203,859,487
205,858,495
206,1161,495
207,812,483
208,1119,511
212,883,483
214,1077,492
215,217,504
139,-46,539
165,746,489
170,249,511
184,253,504
187,1234,508
188,1223,506
194,1251,627
195,1109,509
198,1004,485
199,1124,510
200,965,512
201,917,491
202,1255,636
203,859,487
205,859,494
206,1157,497
207,812,483
208,1117,511
212,883,483
214,1077,493
215,217,510
139,-63,539
165,746,489
170,248,511
184,255,503
187,1238,505
188,1181,499
194,1253,626
195,1110,508
198,1004,483
199,1127,511
200,1099,497
201,917,491
