timestamp,impact_factor
2025-05-29 04:23:40.302899,
2025-05-29 04:23:40.482620,-1.9443126012422922
2025-05-29 04:23:40.747131,2.1319822331957554
2025-05-29 04:23:40.947124,-1.4773366174975666
2025-05-29 04:23:41.139967,-4.389892552670984
2025-05-29 04:23:41.336868,-7.85763237669465
2025-05-29 04:23:41.544910,1.0845819226102469
2025-05-29 04:23:41.745342,-2.7159430728778857
2025-05-29 04:23:41.942134,-7.780494882362225
2025-05-29 04:23:42.138044,-4.273931633860837
2025-05-29 04:23:42.340236,-9.576179978743715
2025-05-29 04:23:42.548892,5.606578333273899
2025-05-29 04:23:42.759993,6.09522495027895
2025-05-29 04:23:42.957412,5.006696921678452
2025-05-29 04:23:43.152240,-2.8577065933469927
2025-05-29 04:23:43.347175,-5.47239055367413
2025-05-29 04:23:43.544567,-9.287664134858058
2025-05-29 04:23:43.743042,2.8661913261030367
2025-05-29 04:23:43.939975,-55.344390485606496
2025-05-29 04:23:44.135038,5.395518227617827
2025-05-29 04:23:44.330646,2.5764725516877163
2025-05-29 04:23:44.533629,5.968157624693622
2025-05-29 04:23:44.806345,-0.9377283295237803
2025-05-29 04:23:45.014821,-2.6749612146432393
2025-05-29 04:23:45.224434,-4.027426082347497
2025-05-29 04:23:45.434650,-0.3524613012026591
2025-05-29 04:23:45.638374,-0.15115819018184865
2025-05-29 04:23:45.857615,7.396752769430261
2025-05-29 04:23:46.084596,-1.9078690892137453
2025-05-29 04:23:46.299482,-14.215776749751072
2025-05-29 04:23:46.515809,0.5169054346557065
2025-05-29 04:23:46.738991,-8.635295484847957
2025-05-29 04:23:46.968567,-2.403542366343673
2025-05-29 04:23:47.179266,-8.415442422099964
2025-05-29 04:23:47.389154,0.8997213489369034
2025-05-29 04:23:47.598725,1.1794225133350236
2025-05-29 04:23:47.805676,5.451287497530994
2025-05-29 04:23:48.023140,-0.3863930709887871
