timestamp,impact_factor
2025-05-29 04:23:40.302125,
2025-05-29 04:23:40.481604,-0.04162822188022796
2025-05-29 04:23:40.746138,-0.016907971799722265
2025-05-29 04:23:40.946229,-0.02587863533135769
2025-05-29 04:23:41.138118,-0.11123781385365433
2025-05-29 04:23:41.335073,-0.08877846812072322
2025-05-29 04:23:41.543100,-0.06232565489514985
2025-05-29 04:23:41.743449,0.05101598124765792
2025-05-29 04:23:41.940272,0.0959648926784583
2025-05-29 04:23:42.136194,-0.0415586648166276
2025-05-29 04:23:42.338430,0.13184732610076266
2025-05-29 04:23:42.546980,0.20423880959575785
2025-05-29 04:23:42.758124,0.14394568570579314
2025-05-29 04:23:42.955343,-0.05145459286498242
2025-05-29 04:23:43.150353,-0.16336226079885546
2025-05-29 04:23:43.344391,-0.08263762777822607
2025-05-29 04:23:43.543490,-0.08273072063622436
2025-05-29 04:23:43.741949,-0.0605502962527511
2025-05-29 04:23:43.938890,-0.010112768144208046
2025-05-29 04:23:44.133986,-0.03363286492419218
2025-05-29 04:23:44.329584,0.026245614860788736
2025-05-29 04:23:44.532557,0.07420914085860243
2025-05-29 04:23:44.805286,0.11624593628950539
2025-05-29 04:23:45.012850,0.08616731201494668
2025-05-29 04:23:45.223427,-0.04287030889643851
2025-05-29 04:23:45.432797,-0.07272078362088677
2025-05-29 04:23:45.637276,-0.1351778935913248
2025-05-29 04:23:45.854761,-0.08805707434961725
2025-05-29 04:23:46.083621,0.058561020901068565
2025-05-29 04:23:46.297700,-0.027910110676962627
2025-05-29 04:23:46.514824,0.12142704732805007
2025-05-29 04:23:46.737067,0.006146755027843593
2025-05-29 04:23:46.966791,0.2758610942864802
2025-05-29 04:23:47.177486,0.07565039506563172
2025-05-29 04:23:47.388170,0.03294035239252959
2025-05-29 04:23:47.597706,-0.24538231550218412
2025-05-29 04:23:47.804653,-0.12807720308190293
2025-05-29 04:23:48.022131,-0.11344242319868766
