timestamp,impact_factor
2025-05-29 04:23:40.303533,
2025-05-29 04:23:40.483418,0.021460217161724613
2025-05-29 04:23:40.747901,0.4840566385465271
2025-05-29 04:23:40.947972,-0.3691817478109234
2025-05-29 04:23:41.140839,-0.7717298657196043
2025-05-29 04:23:41.337585,-0.8099252547051617
2025-05-29 04:23:41.545630,-0.10868588690454263
2025-05-29 04:23:41.746080,-0.03562901173898655
2025-05-29 04:23:41.942849,-0.04126606125787149
2025-05-29 04:23:42.138784,-0.025554085976781105
2025-05-29 04:23:42.340936,-0.19247811007721424
2025-05-29 04:23:42.549585,0.14876102596081098
2025-05-29 04:23:42.760891,-0.08280620853789046
2025-05-29 04:23:42.958187,-0.46903617144791554
2025-05-29 04:23:43.153140,-0.07428578906155427
2025-05-29 04:23:43.346394,0.04568830449051068
2025-05-29 04:23:43.546325,1.2517167891779335
2025-05-29 04:23:43.744791,-0.07999276993500468
2025-05-29 04:23:43.941664,-0.058149817900409566
2025-05-29 04:23:44.136779,0.17568301227556182
2025-05-29 04:23:44.331599,0.24711025561968386
2025-05-29 04:23:44.534647,-3.4359449181540755
2025-05-29 04:23:44.807340,-0.11438434726492105
2025-05-29 04:23:45.015543,0.06975915644062679
2025-05-29 04:23:45.226144,-0.9035191667385161
2025-05-29 04:23:45.435373,0.03554047911558873
2025-05-29 04:23:45.639996,-0.211555952946795
2025-05-29 04:23:45.858362,-0.7666665758031447
2025-05-29 04:23:46.086121,-4.362011092279474
2025-05-29 04:23:46.300198,-0.1693894157722968
2025-05-29 04:23:46.517327,-5.152540308189769
2025-05-29 04:23:46.739725,-2.056791605366838
2025-05-29 04:23:46.969312,-0.6345566594615094
2025-05-29 04:23:47.180002,-0.03409434225866314
2025-05-29 04:23:47.390759,0.11957846975974602
2025-05-29 04:23:47.600401,0.23061524559200847
2025-05-29 04:23:47.806535,-0.2557636444197268
2025-05-29 04:23:48.024761,-0.15387553320078892
